stock_code,name,industry,full_name,address,chairman,manager,main_business,create_date,capital,ipo_date,state,common_share_price,common_shares,dividend_frequency,company_url,money_dj_introduce_url
6221,晉泰,資訊服務業,晉泰科技股份有限公司,新竹市光復路二段289號7樓,安達鑫投資股份有限公司,史守威,系統平台、儲存設備、企業應用軟體服務、資料處理服務資訊安全管理、網路安全及設備、入口網站及電子資訊供應服務系統管理、資料修復、國際貿易、事務性機器設備、電信器材等,83/06/24,"510,324,220元",92/01/06,上市,新台幣10.0000元,"51,032,422股(含私募0股)",每年,https://www.genesis.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8bfbe8ff-a8e9-48b1-8ed6-77c1ee8cc28a
6222,上揚,光電業,上揚科技股份有限公司,新北市汐止區中興路32號1樓,林峰琦,林峰琦,LED照明設備、小家電類銷售等商貿業務代理國內外廠商產品之報價投標業務,75/08/15,"405,888,780元",92/01/09,上市,新台幣10.0000元,"40,588,878股(含私募23,678,118股)",每年,http://www.sotac.com.tw/web/index/index.jsp?lang=tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=05f8ccc3-5ee8-401e-b82a-f401ef4835b6
6223,旺矽,半導體業,旺矽科技股份有限公司,新竹縣竹北市中和街155號,葛長林,郭遠明,半導體測試零組件加工維修製造進出口買賣電腦及週邊設備維護買賣研發機械及其零件之進出口買賣,84/07/25,"930,000,520元",92/01/06,上市,新台幣10.0000元,"93,000,052股(含私募0股)",每年,https://www.mpi.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b43506c3-968b-40ae-9519-9ef1cc7d18d7
6227,茂綸,電子通路業,茂綸股份有限公司,新北市新店區北新路三段207-2號14樓,吳偉國,吳偉國,各種視聽器材各種電子電器零件之進出口貿易買賣業務代理國內外有關廠商經銷代購有關上項產品及進出口業務倉儲業,68/02/08,"761,117,860元",92/01/14,上市,新台幣10.0000元,"76,111,786股(含私募0股)",每年,https://www.macnica.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=1bc09145-310d-499c-802e-4d288450e020
6228,全譜,電腦及週邊設備業,全譜科技股份有限公司,新北市汐止區大同路一段239號7樓,高偉超,曾治元,底片型掃瞄器產品生物醫學產品建材及裝潢,82/09/20,"400,000,000元",92/01/21,上市,新台幣10.0000元,"40,000,000股(含私募18,776,859股)",每年,https://www.scanace.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c732f1bd-b929-46a9-9b4d-39943d3a02cd
6229,研通,半導體業,研通科技股份有限公司,新北市汐止區康寧街169巷29-1號3樓,許劍郎,黃正華,IC韌體應用設計,81/03/02,"356,407,000元",92/01/14,上市,新台幣10.0000元,"35,640,700股(含私募0股)",每年,http://www.vtac.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=cc25d7f0-93cd-4c1b-abd8-e7d4b95db9de
6231,系微,資訊服務業,系微股份有限公司,台北市中山區建國北路二段120號16樓,王志高,莊鈴文,筆記型電腦之基本輸出入軟體資訊家電之基本輸出入軟體,87/09/18,"380,434,880元",92/01/23,上市,新台幣10.0000元,"38,043,488股(含私募0股)",每年,https://www.insyde.com/zh-hant,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=37a3270d-8b9d-47a6-99e9-80af8717f83c
6232,仕欽,公司不繼續公開發行,,,,,,,,,,,,,,
6233,旺玖,半導體業,旺玖科技股份有限公司,台北市南港路三段48號7樓,張景棠,馬繼芳,積體電路之研發、設計與銷售。電腦週邊設備、顯示器之研發、設計。電子零件、基板模組及電子產品之研發、設計及代理與銷售。,86/11/13,"796,098,960元",92/02/20,上市,新台幣10.0000元,"79,609,896股(含私募0股)",每年,http://www.prolific.com.tw/TW/index.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b85a41bc-48b3-4831-a340-b401a3e4f34b
6234,高僑,光電業,高僑自動化科技股份有限公司,台中市大甲區日南里工七路1號,李義隆,李義隆,自動化輸送及倉儲設備產業專業自動化機器及各類腔體組裝精密微型鑽頭,79/05/02,"1,003,863,980元",92/03/12,上市,新台幣10.0000元,"100,386,398股(含私募0股)",每年,http://www.teraauto.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=00669ca5-4f6a-4b6d-aaa4-ad67fefd46ca
6236,康呈,其他,康呈生醫科技股份有限公司,台北市大安區仁愛路四段4號11樓,周建君,周建君,醫療器材、美容保健器材、保養品及保健食品之開發及銷售,86/10/02,"316,540,390元",92/03/31,上市,新台幣10.0000元,"31,654,039股(含私募26,600,000股)",每年,https://www.cometruebio.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=0e292d0a-06e6-4970-876f-dde52abaa421
6237,驊訊,半導體業,驊訊電子企業股份有限公司,台北市市民大道四段100號6樓,鄭期成,鄭期成,積體電路設計與製造,80/12/05,"798,786,210元",92/04/21,上市,新台幣10.0000元,"79,878,621股(含私募0股)",每年,https://www.cmedia.com.tw/tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7521bfb6-4b17-4c31-84c3-8681075ce507
6238,巨圖,公司不繼續公開發行,,,,,,,,,,,,,,
6240,松崗,其他,松崗數位文創股份有限公司,臺北市忠孝西路1段50號9樓,湯順甄,湯順甄,遊戲軟體銷售及開發建置資產買賣及租賃管理業務,86/04/19,"228,673,700元",92/05/30,上市,新台幣10.0000元,"23,098,370股(含私募0股)",每年,www.kingsinfo.com.tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f58981ea-6519-462b-ab07-0986035851fa
6241,易通展,通信網路業,易通展科技股份有限公司(原享承),台南市安南區工業二路82號,孫秀梅,郭金河,通訊產品製造及買賣,81/03/28,"337,172,880元",92/04/08,上市,新台幣10.0000元,"33,717,288股(含私募1,572,473股)",每年,http://www.amigo.com.tw/tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=bbcdff26-2df6-4e5c-a7e6-99b1ebc47331
6242,立康,生技醫療業,立康生醫事業股份有限公司(亨豐),台南巿永康區王行里環工路29號,鄭育修,鄭育修,以觀光工廠模式銷售各式藥品、保健食品、美容商品提供健康諮詢、產品宅配與售後服務,74/04/16,"222,000,000元",92/04/23,上市,新台幣10.0000元,"22,200,000股(含私募14,184,186股)",每年,http://likangbio.com/zh-tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8004c0ea-7d2e-4c64-8048-31d0731f163a
6244,茂迪,光電業,茂迪股份有限公司,新北市深坑區北深路三段248號6樓,曾永輝,葉正賢,太陽能電池、太陽能模組、太陽能電力轉換器之製造及銷售。太陽能發電系統之設計架設及銷售、太陽能電力之銷售。,70/06/03,"3,550,418,750元",92/05/15,上市,新台幣10.0000元,"355,041,875股(含私募0股)",每年,https://www.motech.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=30d1a061-6612-4ec3-abee-350851ed1003
6245,立端,通信網路業,立端科技股份有限公司,新北市汐止區大同路二段173號7樓,周逸文,周逸文,電腦及其週邊設備及電子零件材料之製造加工買賣.電腦軟體設計開發買賣業務.企業電腦化顧問業務及有關資訊處理服務業務.,75/10/30,"1,170,034,380元",92/05/19,上市,新台幣10.0000元,"117,003,438股(含私募0股)",每年,https://www.lannerinc.com/tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b2efdf68-9eef-4bc9-b421-e1cb77f78935
6246,臺龍,光電業,臺龍電子股份有限公司,新北市新莊區思源路332巷7號3樓,陳志龍,陳志龍,背光模組及其零組件製造買賣變壓器製造買賣文創事業,71/11/13,"371,092,250元",92/06/18,上市,新台幣10.0000元,"37,109,225股(含私募22,405,330股)",每年,http://www.tai-lon.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=95569dc7-c6ce-49e8-a728-a7d662794a61
6247,淇譽電,其他電子業,淇譽電子科技股份有限公司,新北市中和區員山路512號2樓,許黃月華,許文銓,SPESKERSDRIVEROTHERS,71/11/30,"603,210,000元",92/07/04,上市,新台幣10.0000元,"60,321,000股(含私募0股)",每年,http://www.jazzspeakers.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=60d9290d-7c73-4a57-8dd1-5154cb8bd9a9
6248,沛波,鋼鐵工業,沛波鋼鐵股份有限公司,台北市大同區承德路三段132號2樓,蔡玉葉,楊韻蒔,鋼材二次加工業、建材批發業、建材零售業,73/05/16,"306,751,840元",92/09/03,上市,新台幣10.0000元,"30,675,184股(含私募0股)",每年,https://www.tmpco.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ed8eb1d7-73b8-44a1-8e0c-a1c4bd52dc06
6250,宇加,公司不繼續公開發行,,,,,,,,,,,,,,
6259,百徽,電子零組件業,百徽股份有限公司,台北市內湖區瑞湖街199號3樓,張傑民,李代祥,電信器材批發業電子材料批發業電子資訊供應服務業,82/12/20,"155,072,060元",92/09/17,上市,新台幣10.0000元,"15,507,206股(含私募9,479,171股)",每半會計年度,http://www.bullwill.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d44152bc-712c-475e-b50c-535f245b6046
6261,久元,半導體業,久元電子股份有限公司,新竹市科學工業園區科技路5號4樓,汪秉龍,蕭維唐,半導體及光電產品加工：切割、研磨、測試、挑檢與基板切割等。半導體及光電設備之研發、製造與銷售：IC/CIS/CCM測試設備等。,80/07/22,"1,284,979,890元",93/03/29,上市,新台幣10.0000元,"128,497,989股(含私募0股)",每年,https://www.ytec.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=038c38b9-29d6-4e10-b453-3847582c1206
6263,普萊德,通信網路業,普萊德科技股份有限公司,新北市新店區民權路96號10樓,陳清港,陳清港,自有品牌網路通訊設備製造商，主要銷售有交換器、寬頻網路、光纖網路、監控、語音、無線網路、路由器及工業網路等。,82/01/05,"625,009,640元",92/09/17,上市,新台幣10.0000元,"62,500,964股(含私募0股)",每年,https://www.planet.com.tw/tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=4cf14c52-7878-45b5-b45f-d67a229356fc
6264,富裔,建材營造,富裔實業股份有限公司,台北市信義區松仁路277號18樓,祝文定,祝文定,"興建商業大樓,國民住宅及廠辦之出租及出售.電話自動總機、電話總機、電話交換機之製造加工裝配買賣維護.生物科技產品之研發及買賣.",86/07/02,"1,163,552,910元",93/02/24,上市,新台幣10.0000元,"116,355,291股(含私募30,130,827股)",每年,https://www.kingland.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=89cd6ca9-3105-441f-9b39-013edc73919f
6265,方土昶,電子通路業,方土昶股份有限公司,新北市新店區寶中路92號10樓,張政文,張政文,電子零件買賣,87/01/22,"1,181,721,510元",92/10/24,上市,新台幣10.0000元,"118,172,151股(含私募0股)",每年,http://www.kc-uppertech.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ed77a7d8-220b-41e4-9312-3d840192c1e4
6266,泰詠,電子零組件業,泰詠電子股份有限公司,新竹市牛埔東路480號,崔世和,崔世和,電子產品、通信器材之設計及生產製造(含加工設計及製造)電子元件、半成品及成品之進出口業務電子產品之設計及生產製造技術諮詢,79/02/15,"1,023,598,470元",93/04/29,上市,新台幣10.0000元,"102,359,847股(含私募0股)",每年,http://www.topunion.com.tw/chinese/index.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=fd6fd389-0f48-4c7c-a22b-9db580b54149
6270,倍微,電子通路業,倍微科技股份有限公司,新北市汐止區新台五路一段75號5樓,傅江松,傅江松,半導體零組件銷售,81/10/20,"721,457,590元",92/09/17,上市,新台幣10.0000元,"72,145,759股(含私募0股)",每年,https://pct.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=83644a31-df73-4b03-aa78-496430d3d9bc
6274,台燿,電子零組件業,台燿科技股份有限公司,新竹縣竹北市博愛街803號,辛忠衡,劉又如,銅箔基板、粘合片、多層壓合板之製造、加工及買賣,63/05/22,"2,681,024,490元",92/12/18,上市,新台幣10.0000元,"268,102,449股(含私募0股)",每年,https://www.tuc.com.tw/zh-tw/index,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d1bf5873-5eec-4a98-ae4c-701409e3cccd
6275,元山,電子零組件業,元山科技工業股份有限公司,高雄市仁武區鳳仁路329號,陳冠宏,劉賢文,電腦週邊設備各式小家電,76/03/10,"697,869,250元",93/12/23,上市,新台幣10.0000元,"69,786,925股(含私募0股)",每年,http://www.ystech.com.tw/#,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b06c7490-468c-4038-9345-fb97708ebb67
6276,安鈦克,電腦及週邊設備業,安鈦克科技股份有限公司,台北市內湖區洲子街107號8樓,李益昌,王安左,電腦週邊產品,67/10/21,"314,900,000元",92/10/30,上市,新台幣10.0000元,"31,490,000股(含私募13,856,425股)",每年,https://www.antec.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=0c128b1f-7e62-4a69-b1d5-af5cdcfea64a
6279,胡連,電子零組件業,胡連精密股份有限公司,新北市汐止區環河街68號,張子雄,胡盛清,"電子零件(端子)五金機械配件等製造加工及買賣(模具端子壓著機)塑膠件模具製造,電子零組件製造業(端子)及電子材料,模具批發零售",66/07/09,"996,547,070元",92/11/26,上市,新台幣10.0000元,"99,654,707股(含私募0股)",每年,http://www.hulane.com.tw/tc/index.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=377a5371-40e9-49d6-9ad0-c545279f43ea
6284,佳邦,電子零組件業,佳邦科技股份有限公司,苗栗縣竹南鎮公義里11鄰科義街11號,陳培真,曾明燦,微波複合化微型天線及模組之研究、開發、製造及銷售。積體化電子保護元件之研究、開發、製造及銷售。積層式微波通訊元件及其模組之研究、開發、製造及銷售。,87/06/23,"1,401,803,410元",93/06/29,上市,新台幣10.0000元,"140,180,341股(含私募42,750,000股)",每年,https://www.inpaq.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2f3783d2-7eb9-41a2-9e5c-e89cbd37f18e
6287,元隆,半導體業,元隆電子股份有限公司,新竹市科學工業園區研發二路18號,陳清忠,陳弘元,6吋晶圓積體電路代工,76/06/08,"4,381,455,900元",92/10/02,上市,新台幣10.0000元,"438,145,590股(含私募362,901,423股)",每年,http://www.ampi.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=9a6e5285-bb8e-4831-9902-91227248a71d
6290,良維,電子零組件業,良維科技股份有限公司,台北市長安東路一段36號10樓,李淳正,李淳正,電源傳輸線組及轉接頭訊號傳輸線組其他,61/09/05,"1,477,661,970元",94/06/03,上市,新台幣10.0000元,"147,766,197股(含私募0股)",每年,http://www.longwell.com/tc/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=6b976d04-e6a6-4634-a5f3-80cebccb15c9
6291,沛亨,半導體業,沛亨半導體股份有限公司,新竹市科學工業園區力行一路1號A1,林志茂,林志茂,"本公司所營事業如下:研究,開發,生產,製造,銷售下列產品:工業用電子產品,通訊器材,消費性電子產品及電腦用類比積體電路(AnalogICs)及混成式(Hybrid)類比積體電路",81/01/20,"530,000,000元",93/01/28,上市,新台幣10.0000元,"53,000,000股(含私募21,969,748股)",每年,http://www.analog.com.tw/index.asp?lang=cht,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=72922dca-8a8c-4322-ae6e-77c836519959
6292,迅德,電子零組件業,迅德興業股份有限公司,桃園市龜山區民生北路一段38-1號,陳嘉雄,蕭春桂,"各種金屬機械零件設計製造買賣線圈,變壓器,電子安定器,空壓零組件之製造加工買賣",75/05/19,"469,007,120元",92/11/26,上市,新台幣10.0000元,"46,900,712股(含私募0股)",每年,https://www.axis.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=0dc2393c-2060-4541-97fa-32496872fafa
6294,智基,文化創意業,智基科技開發股份有限公司,台南市北區成功路114號10樓之1,邱仕榮,邱仕榮,短期補習班業,85/12/21,"245,727,410元",2004/01/13,上市,新台幣10.0000元,"24,572,741股(含私募0股)",每年,http://www.tekom.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=330e8921-25a9-486e-bc38-910f2501203e
6298,崴強,公司不繼續公開發行,,,,,,,,,,,,,,
6402,基泰營,公司不繼續公開發行,,,,,,,,,,,,,,
6508,惠光,農業科技,惠光股份有限公司,台南市麻豆區苓子林17-10號,陳冠華,陳冠華,植物保護劑之製造銷售地工合成材料製造銷售,54/12/17,"856,701,670元",2004/03/22,上市,新台幣10.0000元,"85,670,167股(含私募0股)",每年,http://www.huikwang.com:801/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ff615120-8eb5-4a16-ba96-cea2f3a5abdf
6509,聚和,化學工業,聚和國際股份有限公司,高雄市大寮區潮寮里華東路28號,郭聰田,郭聰田,特用化學品辦公文具用品精密化學品,64/02/07,"1,732,041,010元",93/04/12,上市,新台幣10.0000元,"173,204,101股(含私募0股)",每年,https://www.hopax.com/zh-tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=485e5b79-e2f3-4674-9587-47049568bb8f
6603,富強鑫,電機機械,富強鑫精密工業股份有限公司,台南市關廟區埤頭里保東路269號,王伯壎,王俊賢,塑膠射出機(3C電子精密元件射出機、LCD射出機...)及模具等製造汽機車零件及電子零件等塑膠製品之製造電線及電纜(漆包線、鍍錫銅線、電子線...)之製造及買賣業務,80/07/17,"1,487,085,170元",93/04/05,上市,新台幣10.0000元,"148,708,517股(含私募0股)",每年,https://www.fcs.com.tw/tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=1279cb21-b1e6-40bf-9b81-7ea6023a3fe3
6609,瀧澤科,電機機械,台灣瀧澤科技股份有限公司,桃園市平鎮區延平路三段505號,瀧澤修三,戴雲錦,CNC工具機之製造及銷售PCB鑽孔機之製造及銷售,60/07/24,"724,562,460元",92/09/23,上市,新台幣10.0000元,"72,456,246股(含私募0股)",每年,https://www.takisawa.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3952ba91-c5c3-4319-86d1-da6c5547c4de
8024,佑華,半導體業,佑華微電子股份有限公司,新竹市光復路二段295號9樓之1,林振興,翁啟培,研究、設計、開發、製作及銷售各種微電子積體電路產品電腦與電腦週邊及其零件之設計、製造及買賣業務事務機器、通訊器材之設計、製造及買賣業務,81/07/28,"451,601,000元",95/09/25,上市,新台幣10.0000元,"45,160,100股(含私募0股)",每年,http://www.ealpha.com.tw/tw/index.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ba2e4260-53d6-4bda-913c-e0718c64488e
8032,光菱,電子通路業,光菱電子股份有限公司,新北市汐止區新台五路一段79號9樓之7,廖順榮,陳建龍,電腦及電腦週邊設備之製造及進出口電子零件、組件之製造及進出口電視機、錄影機、收錄音機等電器用品及其零組件之進出口,76/08/15,"518,103,000元",92/10/02,上市,新台幣10.0000元,"51,810,300股(含私募0股)",每年,http://www.koryo.com.tw/c/c_index.htm,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=624b3783-e609-4b64-8030-0ff47005bafb
8034,榮群,通信網路業,榮群電訊股份有限公司,新竹市科學園區工業東九路5號3樓,王慶橖,王慶橖,有線通信機械器材製造業無線通信機械器材製造業通信工程業,81/04/20,"628,737,250元",93/05/06,上市,新台幣10.0000元,"62,873,725股(含私募0股)",每年,http://www.opnet.com.tw/tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=57538bf9-29d8-471f-9edb-93a89e7d3c9a
8042,金山電,電子零組件業,臺灣金山電子工業股份有限公司,新北市三重區光復路一段68巷11弄1號2樓,江士勳,江慶信,各種電子器材電容器之製造加工買賣及進出口業務承包設計各種無線電工程業務除許可業務外得經營法令非禁止或限制之業務,59/03/20,"1,256,917,950元",93/03/22,上市,新台幣10.0000元,"125,691,795股(含私募0股)",每年,http://www.chinsan.com/tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=0c20b01b-6e5d-4b41-ab88-7ac246ae3dbb
8043,蜜望實,電子零組件業,蜜望實企業股份有限公司,台北市內湖區內湖路一段316號8樓,林訓民,林訓民,(1).一般進出口業務(2).電子零件之買買(3).代理國內外廠商有關產品之經銷報價及投標業務,78/05/20,"799,071,700元",92/10/24,上市,新台幣10.0000元,"79,907,170股(含私募0股)",每年,https://www.threehhh.com.tw/?action=index,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ce436a5a-8d92-4cc1-8f57-a52ddb1fcd6e
8044,網家,電子商務,網路家庭國際資訊股份有限公司,台北市敦化南路二段105號12樓,詹宏志,蔡凱文,電子商務網路媒體,87/07/14,"1,182,594,460元",2005/01/24,上市,新台幣10.0000元,"118,259,446股(含私募0股)",每年,https://www.pchome.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=838e107b-3b18-4de8-90d4-6d24d3583a00
8047,星雲,其他電子業,星雲電腦股份有限公司,新北市汐止區福德二路236號4樓,賴金森,石梁,電腦割字機雷射雕刻機,78/04/20,"416,663,430元",93/02/09,上市,新台幣10.0000元,"41,666,343股(含私募0股)",每年,https://www.gccworld.com/zh-tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=bb46f483-da4b-4822-9fc5-cc74ff78bf3c
8049,晶采,光電業,晶采光電科技股份有限公司,新北市汐止區新台五路一段116號4樓,蘇漢傑,陳志湧,資料儲存及處理設備製造.電子零組件製造業.其他機械器具零售(液晶顯示器及液晶顯示模組及觸控螢幕).事務性機器設備零售,87/03/17,"1,182,798,080元",93/02/02,上市,新台幣10.0000元,"118,279,808股(含私募0股)",每年,http://www.ampire.com.tw/tc/index.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=1ba0795c-f281-4b4c-a4f1-1adb8972d3e4
8050,廣積,電腦及週邊設備業,廣積科技股份有限公司,台北市南港區園區街3-1號11樓,林秋旭,陳友南,工業用主機板嵌入式電腦系統工業觸控電腦,89/02/15,"1,770,997,730元",92/10/24,上市,新台幣10.0000元,"177,099,773股(含私募0股)",每年,https://www.ibase.com.tw/index-tc.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=95fe9150-a6a9-433a-8de5-64db88859065
8053,巨擘,公司不繼續公開發行,,,,,,,,,,,,,,
8054,安國,半導體業,安國國際科技股份有限公司,台北市南港區三重路66號9樓,張琦棟,張琦棟,IC設計及銷售,88/11/23,"704,848,860元",93/11/08,上市,新台幣10.0000元,"70,484,886股(含私募0股)",每年,https://www.alcormicro.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f53d65bc-4a1f-40d6-8351-05552b801076
8064,東捷,光電業,東捷科技股份有限公司,台南市新市區南科六路9號,嚴瑞雄,陳贊仁,LCD檢測整修設備、自動化設備及製程設備濺鍍及蒸鍍設備設備零組件及電子配件,87/05/01,"1,648,178,360元",95/09/25,上市,新台幣10.0000元,"164,817,836股(含私募0股)",每年,https://www.contrel.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ebba8a00-67af-4c66-b702-6c40cd40e778
8066,來思達,貿易百貨,來思達國際企業股份有限公司,台北市內湖區新湖一路86號3樓,謝采琁,詹瑞德,品牌家具,85/12/19,"301,523,040元",93/12/24,上市,新台幣10.0000元,"30,152,304股(含私募156,000股)",每年,http://www.lifestyle-global.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=74e598f3-0555-463c-a051-d8c783d3a86b
8067,志旭,電子通路業,志旭國際股份有限公司,新北市三重區新北大道二段260號14樓,陳曜芳,陳昱志,光電數位產品專業代理商美妝生活商品代埋商,78/03/24,"300,000,000元",93/04/23,上市,新台幣10.0000元,"30,000,000股(含私募9,000,000股)",每年,https://www.gishbeauty.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=afe76c3c-37b3-4132-aa86-d7ce8b6a4f1d
8068,全達,電子通路業,全達國際股份有限公司,新北市新店區中正路531-1號2樓,凃俊榮,凃俊榮,電子元件、組件、積體電路、設計及測試儀器之經銷代理及維護電腦及其零配件之經銷代理、維護及進出口貿易業務電腦整體系統及軟體系統之分析、規劃、設計研發、維護及經銷代理,86/05/15,"686,599,920元",93/03/25,上市,新台幣10.0000元,"68,659,992股(含私募36,295,992股)",每年,https://www.chander.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=02638f4e-cb1e-4cb4-9958-ad910f5dc10f
8069,元太,光電業,元太科技工業股份有限公司,新竹市科學園區力行一路3號,李政昊,甘豐源,電子紙顯示器,81/06/16,"11,404,047,150元",93/03/30,上市,新台幣10.0000元,"1,140,467,715股(含私募60,000,000股)",每年,https://tw.eink.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7333be98-f606-44cc-aa17-2be07871f5f7
8071,能率網通,電子零組件業,能率網通股份有限公司,新北市汐止區康寧街169巷27號13樓之一,胡湘麒,胡湘麒,事務機零組件、內外銷業務電子零組件、內外銷業務光電產品、內外銷業務,82/06/29,"518,542,830元",92/12/29,上市,新台幣10.0000元,"51,854,283股(含私募0股)",每年,http://www.fstdisc.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e156895d-0668-40e8-983c-d0582ad552fc
8074,鉅橡,電子零組件業,鉅橡企業股份有限公司,台南市佳里區海澄里萊芊寮12-27號,莊煌星,莊煌星,"電木管,電木棒之製造加工買賣業務印刷電路基板之製造加工買賣業務絕緣材料之製造加工買賣業務",85/02/01,"845,744,660元",93/01/27,上市,新台幣10.0000元,"84,574,466股(含私募0股)",每年,http://www.aurona.com.tw/index.aspx#,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=4ab1a6d0-eafe-4a79-bc49-73f3342d1c3b
8076,伍豐,電腦及週邊設備業,伍豐科技股份有限公司,新北市汐止區新台五路一段75號10樓,徐明哲,徐明哲,微電腦.商用電腦及裝備(印表機.顯示器.終端機)之配備有關電腦硬體及軟體程式之研究開發設計業務有關前各項產品及零件之進出口業務,84/01/17,"2,775,315,380元",92/12/15,上市,新台幣10.0000元,"277,531,538股(含私募0股)",每年,https://www.fecpos.com.tw/tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=545bddbc-7fa0-4c64-ace9-31960f1cb280
8077,洛碁,觀光事業,洛碁實業股份有限公司,台北市中山區南京東路2段69號3樓,謝憲治,謝憲治,飯店旅館業,83/07/22,"1,097,283,430元",93/12/06,上市,新台幣10.0000元,"109,728,343股(含私募59,433,455股)",每年,https://greenworldhotels.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c3143ec9-e11b-4c66-820c-b3f9f3a96c6c
8079,誠遠,公司不繼續公開發行,,,,,,,,,,,,,,
8080,永利聯合,電子零組件業,永利聯合股份有限公司,台北市大安區忠孝東路四段221號8樓,王建翔,謝明圜,營建剩餘土石方資源處理,82/12/06,"403,166,420元",93/05/10,上市,新台幣10.0000元,"40,316,642股(含私募18,989,027股)",每年,http://www.ost.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2b8ea9cd-ea0a-410f-b8ec-ed15b6dfb716
8082,捷超,公司不繼續公開發行,,,,,,,,,,,,,,
